date,precip_mm,evap_mm,solar_radiation_mj,temp_celsius
2023-01-01,0.0,0.6613963251483851,11.014186706896549,8.642854440623353
2023-01-02,0.0,0.6047248085639599,10.917002163793102,8.12894842213592
2023-01-03,0.0,0.6021079848167197,11.036322732758618,7.416137467307635
2023-01-04,0.0,0.6040059238800715,11.295160646551725,7.701219966493795
2023-01-05,0.2805677510924258,0.5742478834722061,11.359430508620687,8.234370825756514
2023-01-06,3.221227882272106,0.37413479455200765,7.1182895344827575,9.492856817135817
2023-01-07,0.0,0.25115021231487905,5.530929405172413,10.516286315041043
2023-01-08,14.574524302603834,0.17770930145192762,2.7471029568965517,9.7392680858743
2023-01-09,0.0,0.4789861730010858,8.696144844827584,11.483233212876598
2023-01-10,0.48748912700151986,0.4510337382490778,10.576055215517242,12.574765909129155
2023-01-11,18.49615544535346,0.6689577130600809,2.108776465517241,9.740586984568665
2023-01-12,0.0,0.9918780033958369,2.88998974137931,8.018303610264581
2023-01-13,0.0,1.133307774454869,8.467666525862068,6.312302832767898
2023-01-14,0.0,0.9533192737606064,11.435909844827583,6.974119199555503
2023-01-15,0.0,1.0854252533794475,11.682289249999998,7.355763722562301
2023-01-16,0.0,1.0535754584546746,11.827300267241377,6.517029567148484
2023-01-17,0.0,1.0958389732344396,12.156137344827584,6.313728038743989
2023-01-18,5.535774222369921,0.8533720392733811,9.339319620689654,8.2462417690233
2023-01-19,0.0,1.0526214549639101,9.848009551724138,9.985007507499631
2023-01-20,0.5758191064252691,0.9280885328891976,10.32538617241379,8.5763735847911
2023-01-21,0.0,0.8893590420484542,9.103923396551725,7.541865657937933
2023-01-22,0.0,0.9792976137571806,10.717908517241378,7.769446901343315
2023-01-23,0.0,0.9579758464904693,10.313107301724138,7.902275405533032
2023-01-24,0.0,1.1354805500214469,8.141704310344828,8.062576350946529
2023-01-25,0.0,0.9932115529503287,10.259708146551725,7.844011824158429
2023-01-26,0.0,1.155539303375729,12.339265810344827,8.492336571353576
2023-01-27,0.0,1.2719912679287892,12.817260112068967,9.163021385806701
2023-01-28,2.169051699719186,0.7912223147035672,7.352310999999999,9.695714086773762
2023-01-29,7.007599379046487,0.7316694827750323,5.807841275862068,11.092002465259043
2023-01-30,0.5702002523309092,1.0118490117120331,4.74368575862069,8.913031580256302
